Id,Age,Attrition,BusinessTravel,E,Department,DistanceFromHome,Education,Education_code,EducationField,EmployeeNumber,EnvironmentSatisfaction,EnvironmentSatisfaction_code,Gender,HourlyRate,JobInvolvement,JobInvolvement_code,JobLevel,JobRole,JobSatisfaction,JobSatisfaction_code,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,PerformanceRating_code,RelationshipSatisfaction,RelationshipSatisfaction_code,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,WorkLifeBalance_code,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
350,45,No,Travel_Rarely,950,Research & Development,28,Bachelor,3,Technical Degree,1546,Very High,4,Male,97,High,3,1,Research Scientist,Very High,4,Married,2132,4585,4,No,20,Outstanding,4,Very High,4,1,8,3,Better,3,5,4,0,3
351,41,No,Travel_Rarely,802,Sales,9,Below College,1,Life Sciences,176,High,3,Male,96,High,3,3,Sales Executive,High,3,Divorced,8189,21196,3,Yes,13,Excellent,3,High,3,1,12,2,Better,3,9,7,0,7
352,33,Yes,Travel_Rarely,465,Research & Development,2,College,2,Life Sciences,328,Low,1,Female,39,High,3,1,Laboratory Technician,Low,1,Married,2707,21509,7,No,20,Outstanding,4,Low,1,0,13,3,Best,4,9,7,1,7
353,50,Yes,Travel_Rarely,410,Sales,28,Bachelor,3,Marketing,2055,Very High,4,Male,39,Medium,2,3,Sales Executive,Low,1,Divorced,10854,16586,4,Yes,13,Excellent,3,Medium,2,1,20,3,Better,3,3,2,2,0
354,24,No,Non-Travel,673,Research & Development,11,College,2,Other,26,Low,1,Female,96,Very High,4,2,Manufacturing Director,High,3,Divorced,4011,8232,0,No,18,Excellent,3,Very High,4,1,5,5,Good,2,4,2,1,3
355,55,Yes,Travel_Rarely,436,Sales,2,Below College,1,Medical,842,High,3,Male,37,High,3,2,Sales Executive,Very High,4,Single,5160,21519,4,No,16,Excellent,3,High,3,0,12,3,Good,2,9,7,7,3
356,46,Yes,Travel_Rarely,261,Research & Development,21,College,2,Medical,1821,Very High,4,Female,66,High,3,2,Healthcare Representative,Medium,2,Married,8926,10842,4,No,22,Outstanding,4,Very High,4,1,13,2,Best,4,9,7,3,7
357,38,No,Non-Travel,1327,Sales,2,College,2,Life Sciences,361,Very High,4,Male,39,Medium,2,2,Sales Executive,Very High,4,Married,5249,19682,3,No,18,Excellent,3,Very High,4,1,13,0,Better,3,8,7,7,5
358,30,No,Travel_Rarely,1138,Research & Development,6,Bachelor,3,Technical Degree,1311,Low,1,Female,48,Medium,2,2,Laboratory Technician,Very High,4,Married,4627,23631,0,No,12,Excellent,3,Low,1,1,10,6,Better,3,9,2,6,7
359,35,No,Travel_Rarely,662,Sales,1,Doctor,5,Marketing,204,High,3,Male,94,High,3,3,Sales Executive,Medium,2,Married,7295,11439,1,No,13,Excellent,3,Low,1,2,10,3,Better,3,10,8,0,6
360,33,No,Non-Travel,530,Sales,16,Bachelor,3,Life Sciences,1681,High,3,Female,36,High,3,2,Sales Executive,Very High,4,Divorced,5368,16130,1,Yes,25,Outstanding,4,High,3,1,7,2,Better,3,6,5,1,2
361,26,No,Travel_Frequently,1283,Sales,1,Bachelor,3,Medical,956,High,3,Male,52,Medium,2,2,Sales Executive,Low,1,Single,4294,11148,1,No,12,Excellent,3,Medium,2,0,7,2,Better,3,7,7,0,7
362,29,No,Travel_Rarely,1283,Research & Development,23,Bachelor,3,Life Sciences,495,Very High,4,Male,54,High,3,1,Research Scientist,Very High,4,Single,2201,18168,9,No,16,Excellent,3,Very High,4,0,6,4,Better,3,3,2,1,2
363,31,No,Travel_Rarely,1062,Research & Development,24,Bachelor,3,Medical,1252,High,3,Female,96,Medium,2,2,Healthcare Representative,Low,1,Single,6812,17198,1,No,19,Excellent,3,Medium,2,0,10,2,Better,3,10,9,1,8
364,59,No,Travel_Rarely,1089,Sales,1,College,2,Technical Degree,1048,Medium,2,Male,66,High,3,3,Manager,Very High,4,Married,11904,11038,3,Yes,14,Excellent,3,High,3,1,14,1,Bad,1,6,4,0,4
365,50,No,Travel_Rarely,989,Research & Development,7,College,2,Medical,80,Medium,2,Female,43,Medium,2,5,Research Director,High,3,Divorced,18740,16701,5,Yes,12,Excellent,3,Very High,4,1,29,2,Good,2,27,3,13,8
366,50,No,Non-Travel,881,Research & Development,2,Master,4,Life Sciences,905,Low,1,Male,98,High,3,4,Manager,Low,1,Divorced,17924,4544,1,No,11,Excellent,3,Very High,4,1,31,3,Better,3,31,6,14,7
367,30,Yes,Travel_Rarely,945,Sales,9,Bachelor,3,Medical,1876,Medium,2,Male,89,High,3,1,Sales Representative,Very High,4,Single,1081,16019,1,No,13,Excellent,3,High,3,0,1,3,Good,2,1,0,0,0
368,30,No,Non-Travel,1116,Research & Development,2,Bachelor,3,Medical,571,High,3,Female,49,High,3,1,Laboratory Technician,Very High,4,Single,2564,7181,0,No,14,Excellent,3,High,3,0,12,2,Good,2,11,7,6,7
369,33,No,Non-Travel,1038,Sales,8,Below College,1,Life Sciences,1044,Medium,2,Female,88,Medium,2,1,Sales Representative,Very High,4,Single,2342,21437,0,No,19,Excellent,3,Very High,4,0,3,2,Good,2,2,2,2,2
370,54,No,Travel_Rarely,584,Research & Development,22,Doctor,5,Medical,1665,Medium,2,Female,91,High,3,4,Manager,High,3,Married,17426,18685,3,No,25,Outstanding,4,High,3,1,36,6,Better,3,10,8,4,7
371,53,No,Travel_Rarely,238,Sales,1,Below College,1,Medical,682,Very High,4,Female,34,High,3,2,Sales Executive,Low,1,Single,8381,7507,7,No,20,Outstanding,4,Very High,4,0,18,2,Best,4,14,7,8,10
372,55,No,Travel_Frequently,135,Research & Development,18,Master,4,Medical,1034,High,3,Male,62,High,3,2,Healthcare Representative,Medium,2,Married,6385,12992,3,Yes,14,Excellent,3,Very High,4,2,17,3,Better,3,8,7,6,7
373,40,No,Travel_Frequently,1395,Research & Development,26,Bachelor,3,Medical,202,Medium,2,Female,54,High,3,2,Research Scientist,Medium,2,Divorced,5605,8504,1,No,11,Excellent,3,Low,1,1,20,2,Better,3,20,7,2,13
374,30,No,Travel_Rarely,1092,Research & Development,10,Bachelor,3,Medical,1816,Low,1,Female,64,High,3,3,Manufacturing Director,High,3,Single,9667,2739,9,No,14,Excellent,3,Medium,2,0,9,3,Better,3,7,7,0,2
375,35,No,Travel_Rarely,819,Research & Development,2,Bachelor,3,Life Sciences,1182,High,3,Male,44,Medium,2,3,Manufacturing Director,Medium,2,Divorced,10274,19588,2,No,18,Excellent,3,Medium,2,1,15,2,Best,4,7,7,6,4
376,51,No,Travel_Frequently,541,Sales,2,Bachelor,3,Marketing,1391,Medium,2,Male,52,High,3,3,Sales Executive,Medium,2,Married,10596,15395,2,No,11,Excellent,3,Medium,2,0,14,5,Better,3,4,2,3,2
377,45,No,Travel_Rarely,1038,Research & Development,20,Bachelor,3,Medical,1460,Medium,2,Male,95,Low,1,3,Healthcare Representative,Low,1,Divorced,10851,19863,2,Yes,18,Excellent,3,Medium,2,1,24,2,Better,3,7,7,0,7
378,44,No,Travel_Rarely,1199,Research & Development,4,College,2,Life Sciences,1288,High,3,Male,92,Very High,4,5,Manager,Low,1,Divorced,19190,17477,1,No,14,Excellent,3,Very High,4,2,26,4,Good,2,25,9,14,13
379,26,No,Travel_Rarely,1349,Research & Development,23,Bachelor,3,Life Sciences,560,Low,1,Female,90,High,3,1,Research Scientist,Very High,4,Divorced,2886,3032,1,No,22,Outstanding,4,Medium,2,2,3,3,Bad,1,3,2,0,2
380,42,No,Travel_Rarely,1142,Research & Development,8,Bachelor,3,Life Sciences,1860,Very High,4,Male,81,High,3,1,Laboratory Technician,High,3,Single,3968,13624,4,No,13,Excellent,3,Very High,4,0,8,3,Better,3,0,0,0,0
381,34,No,Travel_Rarely,507,Sales,15,College,2,Medical,1356,High,3,Female,66,High,3,2,Sales Executive,Low,1,Single,6125,23553,1,No,12,Excellent,3,Very High,4,0,10,6,Best,4,10,8,9,6
382,34,No,Travel_Rarely,704,Sales,28,Bachelor,3,Marketing,2035,Very High,4,Female,95,Medium,2,2,Sales Executive,High,3,Married,6712,8978,1,No,21,Outstanding,4,Very High,4,2,8,2,Better,3,8,7,1,7
383,40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor,3,Life Sciences,1649,Low,1,Male,73,High,3,1,Laboratory Technician,Low,1,Single,2166,3339,3,Yes,14,Excellent,3,Medium,2,0,10,3,Bad,1,4,2,0,3
384,44,No,Travel_Frequently,602,Human Resources,1,Doctor,5,Human Resources,1642,Low,1,Male,37,High,3,2,Human Resources,Very High,4,Married,5743,10503,4,Yes,11,Excellent,3,High,3,0,14,3,Better,3,10,7,0,2
385,29,No,Travel_Rarely,468,Research & Development,28,Master,4,Medical,2054,Very High,4,Female,73,Medium,2,1,Research Scientist,Low,1,Single,3785,8489,1,No,14,Excellent,3,Medium,2,0,5,3,Bad,1,5,4,0,4
386,46,No,Travel_Rarely,1402,Sales,2,Bachelor,3,Marketing,1204,High,3,Female,69,High,3,4,Manager,Low,1,Married,17048,24097,8,No,23,Outstanding,4,Low,1,0,28,2,Better,3,26,15,15,9
387,58,Yes,Travel_Rarely,147,Research & Development,23,Master,4,Medical,165,Very High,4,Female,94,High,3,3,Healthcare Representative,Very High,4,Married,10312,3465,1,No,12,Excellent,3,Very High,4,1,40,3,Good,2,40,10,15,6
388,40,No,Travel_Rarely,118,Sales,14,College,2,Life Sciences,1598,Very High,4,Female,84,High,3,2,Sales Executive,Low,1,Married,4639,11262,1,No,15,Excellent,3,High,3,1,5,2,Better,3,5,4,1,2
389,22,Yes,Travel_Frequently,1368,Research & Development,4,Below College,1,Technical Degree,593,High,3,Male,99,Medium,2,1,Laboratory Technician,High,3,Single,3894,9129,5,No,16,Excellent,3,High,3,0,4,3,Better,3,2,2,1,2
390,49,No,Travel_Frequently,1023,Sales,2,Bachelor,3,Medical,2065,Very High,4,Male,63,Medium,2,2,Sales Executive,Medium,2,Married,5390,13243,2,No,14,Excellent,3,Very High,4,0,17,3,Good,2,9,6,0,8
391,43,No,Non-Travel,1344,Research & Development,7,Bachelor,3,Medical,262,Very High,4,Male,37,Very High,4,1,Research Scientist,Very High,4,Divorced,2089,5228,4,No,14,Excellent,3,Very High,4,3,7,3,Best,4,5,4,2,2
392,35,Yes,Travel_Rarely,303,Sales,27,Bachelor,3,Life Sciences,1797,High,3,Male,84,High,3,2,Sales Executive,Very High,4,Single,5813,13492,1,Yes,18,Excellent,3,Very High,4,0,10,2,Better,3,10,7,7,7
393,37,No,Travel_Frequently,1231,Sales,21,College,2,Medical,900,High,3,Female,54,High,3,1,Sales Representative,Very High,4,Married,2973,21222,5,No,15,Excellent,3,Medium,2,1,10,3,Better,3,5,4,0,0
394,26,No,Travel_Rarely,841,Research & Development,6,Bachelor,3,Other,164,High,3,Female,46,Medium,2,1,Research Scientist,Medium,2,Married,2368,23300,1,No,19,Excellent,3,High,3,0,5,3,Good,2,5,4,4,3
395,36,No,Travel_Rarely,1266,Sales,10,Master,4,Technical Degree,1880,Medium,2,Female,63,Medium,2,2,Sales Executive,High,3,Married,5673,6060,1,Yes,13,Excellent,3,Low,1,1,10,4,Better,3,10,9,1,7
396,35,No,Travel_Rarely,1343,Research & Development,27,Below College,1,Medical,856,High,3,Female,53,Medium,2,1,Research Scientist,Low,1,Single,2559,17852,1,No,11,Excellent,3,Very High,4,0,6,3,Good,2,6,5,1,1
397,34,No,Travel_Rarely,829,Human Resources,3,College,2,Human Resources,847,High,3,Male,88,High,3,1,Human Resources,Very High,4,Married,3737,2243,0,No,19,Excellent,3,High,3,1,4,1,Bad,1,3,2,0,2
398,27,Yes,Travel_Rarely,135,Research & Development,17,Master,4,Life Sciences,1405,Very High,4,Female,51,High,3,1,Research Scientist,High,3,Single,2394,25681,1,Yes,13,Excellent,3,Very High,4,0,8,2,Better,3,8,2,7,7
399,32,No,Travel_Rarely,498,Research & Development,3,Master,4,Medical,966,High,3,Female,93,High,3,2,Manufacturing Director,Low,1,Married,6725,13554,1,No,12,Excellent,3,High,3,1,8,2,Best,4,8,7,6,3
400,48,No,Travel_Rarely,817,Sales,2,Below College,1,Marketing,712,Medium,2,Male,56,Very High,4,2,Sales Executive,Medium,2,Married,8120,18597,3,No,12,Excellent,3,Very High,4,0,12,3,Better,3,2,2,2,2
401,31,No,Travel_Rarely,1398,Human Resources,8,College,2,Medical,1461,Very High,4,Female,96,Very High,4,1,Human Resources,Medium,2,Single,2109,24609,9,No,18,Excellent,3,Very High,4,0,8,3,Better,3,3,2,0,2
402,20,No,Travel_Rarely,654,Sales,21,Bachelor,3,Marketing,1226,High,3,Male,43,Very High,4,1,Sales Representative,Very High,4,Single,2678,5050,1,No,17,Excellent,3,Very High,4,0,2,2,Better,3,2,1,2,2
403,41,Yes,Travel_Rarely,1102,Sales,1,College,2,Life Sciences,1,Medium,2,Female,94,High,3,2,Sales Executive,Very High,4,Single,5993,19479,8,Yes,11,Excellent,3,Low,1,0,8,0,Bad,1,6,4,0,5
404,29,No,Travel_Rarely,1378,Research & Development,13,College,2,Other,2053,Very High,4,Male,46,Medium,2,2,Laboratory Technician,Medium,2,Married,4025,23679,4,Yes,13,Excellent,3,Low,1,1,10,2,Better,3,4,3,0,3
405,34,No,Travel_Rarely,285,Research & Development,29,Bachelor,3,Medical,1377,Medium,2,Male,86,High,3,2,Laboratory Technician,High,3,Married,5429,17491,4,No,13,Excellent,3,Low,1,2,10,1,Better,3,8,7,7,7
406,29,No,Travel_Rarely,1210,Sales,2,Bachelor,3,Medical,366,Low,1,Male,78,Medium,2,2,Sales Executive,Medium,2,Married,6644,3687,2,No,19,Excellent,3,Medium,2,2,10,2,Better,3,0,0,0,0
407,37,No,Travel_Rarely,1017,Research & Development,1,College,2,Medical,340,High,3,Female,83,Medium,2,1,Research Scientist,Low,1,Married,3920,18697,2,No,14,Excellent,3,Low,1,1,17,2,Good,2,3,1,0,2
408,35,No,Non-Travel,1212,Sales,8,College,2,Marketing,1243,High,3,Female,78,Medium,2,3,Sales Executive,Very High,4,Married,10377,13755,4,Yes,11,Excellent,3,Medium,2,1,16,6,Good,2,13,2,4,12
409,27,No,Travel_Rarely,1302,Research & Development,19,Bachelor,3,Other,1619,Very High,4,Male,67,Medium,2,1,Laboratory Technician,Low,1,Divorced,4066,16290,1,No,11,Excellent,3,Low,1,2,7,3,Better,3,7,7,0,7
410,42,No,Travel_Rarely,691,Sales,8,Master,4,Marketing,35,High,3,Male,48,High,3,2,Sales Executive,Medium,2,Married,6825,21173,0,No,11,Excellent,3,Very High,4,1,10,2,Better,3,9,7,4,2
411,36,Yes,Travel_Rarely,1456,Sales,13,Doctor,5,Marketing,1733,Medium,2,Male,96,Medium,2,2,Sales Executive,Low,1,Divorced,6134,8658,5,Yes,13,Excellent,3,Medium,2,3,16,3,Better,3,2,2,2,2
412,33,No,Travel_Frequently,1296,Research & Development,6,Bachelor,3,Life Sciences,692,High,3,Male,30,High,3,2,Healthcare Representative,Very High,4,Divorced,7725,5335,3,No,23,Outstanding,4,High,3,1,15,2,Bad,1,13,11,4,7
413,27,No,Travel_Rarely,954,Sales,9,Bachelor,3,Marketing,1965,Very High,4,Male,44,High,3,2,Sales Executive,Very High,4,Single,4105,5099,1,No,14,Excellent,3,Low,1,0,7,5,Better,3,7,7,0,7
414,36,No,Travel_Rarely,1223,Research & Development,8,Bachelor,3,Technical Degree,83,High,3,Female,59,High,3,3,Healthcare Representative,High,3,Divorced,10096,8202,1,No,13,Excellent,3,Medium,2,3,17,2,Better,3,17,14,12,8
415,27,No,Travel_Rarely,1054,Research & Development,8,Bachelor,3,Medical,1751,High,3,Female,67,High,3,1,Research Scientist,Very High,4,Single,3445,6152,1,No,11,Excellent,3,High,3,0,6,5,Good,2,6,2,1,4
416,36,Yes,Travel_Rarely,660,Research & Development,15,Bachelor,3,Other,1052,Low,1,Male,81,High,3,2,Laboratory Technician,High,3,Divorced,4834,7858,7,No,14,Excellent,3,Medium,2,1,9,3,Good,2,1,0,0,0
417,37,No,Non-Travel,142,Sales,9,Master,4,Medical,626,Low,1,Male,69,High,3,3,Sales Executive,Medium,2,Divorced,8834,24666,1,No,13,Excellent,3,Very High,4,1,9,6,Better,3,9,5,7,7
418,37,No,Travel_Rarely,1462,Research & Development,11,Bachelor,3,Medical,1411,Low,1,Female,94,High,3,1,Laboratory Technician,High,3,Single,3629,19106,4,No,18,Excellent,3,Low,1,0,8,6,Better,3,3,2,0,2
419,33,No,Travel_Frequently,553,Research & Development,5,Master,4,Life Sciences,428,Very High,4,Female,74,High,3,3,Manager,Medium,2,Married,11878,23364,6,No,11,Excellent,3,Medium,2,2,12,2,Better,3,10,6,8,8
420,39,Yes,Travel_Rarely,895,Sales,5,Bachelor,3,Technical Degree,42,Very High,4,Male,56,High,3,2,Sales Representative,Very High,4,Married,2086,3335,3,No,14,Excellent,3,High,3,1,19,6,Best,4,1,0,0,0
421,28,Yes,Travel_Rarely,103,Research & Development,24,Bachelor,3,Life Sciences,19,High,3,Male,50,Medium,2,1,Laboratory Technician,High,3,Single,2028,12947,5,Yes,14,Excellent,3,Medium,2,0,6,4,Better,3,4,2,0,3
422,31,No,Travel_Rarely,688,Sales,7,Bachelor,3,Life Sciences,613,High,3,Male,44,Medium,2,3,Manager,Very High,4,Divorced,11557,25291,9,No,21,Outstanding,4,High,3,1,10,3,Good,2,5,4,0,1
423,29,No,Travel_Rarely,136,Research & Development,1,Bachelor,3,Life Sciences,1954,Low,1,Male,89,High,3,2,Healthcare Representative,Low,1,Married,5373,6225,0,No,12,Excellent,3,Low,1,1,6,5,Good,2,5,3,0,2
424,38,No,Travel_Rarely,1404,Sales,1,Bachelor,3,Life Sciences,1961,Low,1,Male,59,Medium,2,1,Sales Representative,Low,1,Single,2858,11473,4,No,14,Excellent,3,Low,1,0,20,3,Good,2,1,0,0,0
425,26,No,Travel_Rarely,933,Sales,1,Bachelor,3,Life Sciences,476,High,3,Male,57,High,3,2,Sales Executive,High,3,Married,5296,20156,1,No,17,Excellent,3,Medium,2,1,8,3,Better,3,8,7,7,7
426,24,Yes,Travel_Rarely,813,Research & Development,1,Bachelor,3,Medical,45,Medium,2,Male,61,High,3,1,Research Scientist,Very High,4,Married,2293,3020,2,Yes,16,Excellent,3,Low,1,1,6,2,Good,2,2,0,2,0
427,27,Yes,Travel_Frequently,1337,Human Resources,22,Bachelor,3,Human Resources,1944,Low,1,Female,58,Medium,2,1,Human Resources,Medium,2,Married,2863,19555,1,No,12,Excellent,3,Low,1,0,1,2,Better,3,1,0,0,0
428,30,No,Travel_Rarely,413,Sales,7,Below College,1,Marketing,585,Very High,4,Male,57,High,3,1,Sales Representative,Medium,2,Single,2983,18398,0,No,14,Excellent,3,Low,1,0,4,3,Better,3,3,2,1,2
429,44,No,Travel_Rarely,1448,Sales,28,Bachelor,3,Medical,1039,Very High,4,Female,53,Very High,4,4,Sales Executive,Very High,4,Married,13320,11737,3,Yes,18,Excellent,3,High,3,1,23,2,Better,3,12,11,11,11
430,31,No,Travel_Rarely,746,Research & Development,8,Master,4,Life Sciences,98,High,3,Female,61,High,3,2,Manufacturing Director,Very High,4,Single,4424,20682,1,No,23,Outstanding,4,Very High,4,0,11,2,Better,3,11,7,1,8
431,54,No,Travel_Rarely,1082,Sales,2,Master,4,Life Sciences,1070,High,3,Female,41,Medium,2,3,Sales Executive,High,3,Married,10686,8392,6,No,11,Excellent,3,Medium,2,1,13,4,Better,3,9,4,7,0
432,32,Yes,Travel_Frequently,1125,Research & Development,16,Below College,1,Life Sciences,33,Medium,2,Female,72,Low,1,1,Research Scientist,Low,1,Single,3919,4681,1,Yes,22,Outstanding,4,Medium,2,0,10,5,Better,3,10,2,6,7
433,31,No,Travel_Frequently,444,Sales,5,Bachelor,3,Marketing,399,Very High,4,Female,84,High,3,1,Sales Representative,Medium,2,Divorced,2789,3909,1,No,11,Excellent,3,High,3,1,2,5,Good,2,2,2,2,2
434,34,No,Travel_Rarely,629,Research & Development,27,College,2,Medical,247,Very High,4,Female,95,High,3,1,Research Scientist,Medium,2,Single,2311,5711,2,No,15,Excellent,3,Very High,4,0,9,3,Better,3,3,2,1,2
435,53,No,Travel_Rarely,661,Sales,7,College,2,Marketing,862,Low,1,Female,78,Medium,2,3,Sales Executive,Very High,4,Married,10934,20715,7,Yes,18,Excellent,3,Very High,4,1,35,3,Better,3,5,2,0,4
436,28,No,Travel_Rarely,895,Research & Development,15,College,2,Life Sciences,1102,Low,1,Male,50,High,3,1,Laboratory Technician,High,3,Divorced,2207,22482,1,No,16,Excellent,3,Very High,4,1,4,5,Good,2,4,2,2,2
437,33,No,Travel_Frequently,508,Sales,10,Bachelor,3,Marketing,446,Medium,2,Male,46,Medium,2,2,Sales Executive,Very High,4,Single,4682,4317,3,No,14,Excellent,3,High,3,0,9,6,Good,2,7,7,0,1
438,23,No,Travel_Rarely,160,Research & Development,4,Below College,1,Medical,1735,High,3,Female,51,High,3,1,Laboratory Technician,Medium,2,Single,3295,12862,1,No,13,Excellent,3,High,3,0,3,3,Bad,1,3,2,1,2
439,35,No,Travel_Rarely,1142,Research & Development,23,Master,4,Medical,75,High,3,Female,30,High,3,1,Laboratory Technician,Low,1,Married,4014,16002,3,Yes,15,Excellent,3,High,3,1,4,3,Better,3,2,2,2,2
440,43,No,Travel_Frequently,1082,Research & Development,27,Bachelor,3,Life Sciences,1126,High,3,Female,83,High,3,3,Manufacturing Director,Low,1,Married,10820,11535,8,No,11,Excellent,3,High,3,1,18,1,Better,3,8,7,0,1
441,46,No,Non-Travel,1144,Research & Development,7,Master,4,Medical,487,High,3,Female,30,High,3,2,Manufacturing Director,High,3,Married,5258,16044,2,No,14,Excellent,3,High,3,0,7,2,Best,4,1,0,0,0
442,36,No,Non-Travel,1434,Sales,8,Master,4,Life Sciences,789,Low,1,Male,76,Medium,2,3,Sales Executive,Low,1,Single,7587,14229,1,No,15,Excellent,3,Medium,2,0,10,1,Better,3,10,7,0,9
443,30,No,Travel_Rarely,1465,Research & Development,1,Bachelor,3,Medical,1241,Very High,4,Male,63,High,3,1,Research Scientist,Medium,2,Married,3579,9369,0,Yes,21,Outstanding,4,Low,1,1,12,2,Better,3,11,9,5,7
444,24,No,Travel_Frequently,567,Research & Development,2,Below College,1,Technical Degree,1646,Low,1,Female,32,High,3,1,Research Scientist,Very High,4,Single,3760,17218,1,Yes,13,Excellent,3,High,3,0,6,2,Better,3,6,3,1,3
445,40,No,Non-Travel,218,Research & Development,8,Below College,1,Medical,1468,Very High,4,Male,55,Medium,2,3,Research Director,Medium,2,Divorced,13757,25178,2,No,11,Excellent,3,High,3,1,16,5,Better,3,9,8,4,8
446,52,No,Travel_Rarely,319,Research & Development,3,Bachelor,3,Medical,543,Very High,4,Male,39,Medium,2,3,Manufacturing Director,High,3,Married,7969,19609,2,Yes,14,Excellent,3,High,3,0,28,4,Better,3,5,4,0,4
447,30,No,Travel_Frequently,1312,Research & Development,23,Bachelor,3,Life Sciences,159,Low,1,Male,96,Low,1,1,Research Scientist,High,3,Divorced,2613,22310,1,No,25,Outstanding,4,High,3,3,10,2,Good,2,10,7,0,9
448,34,No,Travel_Rarely,1397,Research & Development,1,Doctor,5,Life Sciences,683,Medium,2,Male,42,High,3,1,Research Scientist,Very High,4,Married,2691,7660,1,No,12,Excellent,3,Very High,4,1,10,4,Good,2,10,9,8,8
449,39,No,Travel_Rarely,1431,Research & Development,1,Master,4,Medical,332,High,3,Female,96,High,3,1,Laboratory Technician,High,3,Divorced,2232,15417,7,No,14,Excellent,3,High,3,3,7,1,Better,3,3,2,1,2
450,38,No,Travel_Rarely,395,Sales,9,Bachelor,3,Marketing,893,Medium,2,Male,98,Medium,2,1,Sales Representative,Medium,2,Married,2899,12102,0,No,19,Excellent,3,Very High,4,1,3,3,Better,3,2,2,1,2
451,24,Yes,Travel_Rarely,240,Human Resources,22,Below College,1,Human Resources,1714,Very High,4,Male,58,Low,1,1,Human Resources,High,3,Married,1555,11585,1,No,11,Excellent,3,High,3,1,1,2,Better,3,1,0,0,0
452,25,Yes,Travel_Rarely,383,Sales,9,College,2,Life Sciences,1439,Low,1,Male,68,Medium,2,1,Sales Representative,Low,1,Married,4400,15182,3,No,12,Excellent,3,Low,1,0,6,2,Better,3,3,2,2,2
453,31,Yes,Travel_Frequently,561,Research & Development,3,Bachelor,3,Life Sciences,1537,Very High,4,Female,33,High,3,1,Research Scientist,High,3,Single,4084,4156,1,No,12,Excellent,3,Low,1,0,7,2,Bad,1,7,2,7,7
454,40,No,Non-Travel,458,Research & Development,16,College,2,Life Sciences,1340,High,3,Male,74,High,3,1,Research Scientist,High,3,Divorced,3544,8532,9,No,16,Excellent,3,Medium,2,1,6,0,Better,3,4,2,0,0
455,36,No,Travel_Frequently,1213,Human Resources,2,Below College,1,Human Resources,1890,Medium,2,Male,94,Medium,2,2,Human Resources,Very High,4,Single,3886,4223,1,No,21,Outstanding,4,Very High,4,0,10,2,Good,2,10,1,0,8
456,31,Yes,Travel_Frequently,754,Sales,26,Master,4,Marketing,1967,Low,1,Male,63,High,3,2,Sales Executive,Very High,4,Married,5617,21075,1,Yes,11,Excellent,3,High,3,0,10,4,Better,3,10,7,0,8
457,38,No,Travel_Frequently,148,Research & Development,2,Bachelor,3,Medical,1675,Very High,4,Female,42,Medium,2,1,Laboratory Technician,Medium,2,Single,2440,23826,1,No,22,Outstanding,4,Medium,2,0,4,3,Better,3,4,3,3,3
458,22,Yes,Travel_Frequently,1256,Research & Development,3,Master,4,Life Sciences,1203,High,3,Male,48,Medium,2,1,Research Scientist,Very High,4,Married,2853,4223,0,Yes,11,Excellent,3,Medium,2,1,1,5,Better,3,0,0,0,0
459,49,No,Travel_Rarely,470,Research & Development,20,Master,4,Medical,170,High,3,Female,96,High,3,2,Manufacturing Director,Low,1,Married,6567,5549,1,No,14,Excellent,3,High,3,0,16,2,Good,2,15,11,5,11
460,34,No,Travel_Rarely,1400,Sales,9,Below College,1,Life Sciences,1163,Medium,2,Female,70,High,3,2,Sales Executive,High,3,Married,5714,5829,1,No,20,Outstanding,4,Low,1,0,6,3,Good,2,6,5,1,3
461,29,No,Travel_Rarely,942,Research & Development,15,Below College,1,Life Sciences,1202,Medium,2,Female,69,Low,1,1,Research Scientist,Very High,4,Married,2168,26933,0,Yes,18,Excellent,3,Low,1,1,6,2,Good,2,5,4,1,3
462,45,No,Travel_Rarely,930,Sales,9,Bachelor,3,Marketing,864,Very High,4,Male,74,High,3,3,Sales Executive,Low,1,Divorced,10761,19239,4,Yes,12,Excellent,3,High,3,1,18,2,Better,3,5,4,0,2
463,28,No,Travel_Rarely,950,Research & Development,3,Bachelor,3,Medical,1121,Very High,4,Female,93,High,3,3,Manufacturing Director,Medium,2,Divorced,7655,8039,0,No,17,Excellent,3,Medium,2,3,10,3,Good,2,9,7,1,7
464,31,No,Travel_Rarely,218,Sales,7,Bachelor,3,Technical Degree,416,Medium,2,Male,100,Very High,4,2,Sales Executive,Very High,4,Married,6929,12241,4,No,11,Excellent,3,Medium,2,1,10,3,Good,2,8,7,7,7
465,32,No,Travel_Rarely,1018,Research & Development,2,Master,4,Medical,439,Low,1,Female,74,Very High,4,2,Research Scientist,Very High,4,Single,5055,10557,7,No,16,Excellent,3,High,3,0,10,0,Good,2,7,7,0,7
466,50,No,Travel_Rarely,1207,Research & Development,28,Below College,1,Medical,716,Very High,4,Male,74,Very High,4,1,Laboratory Technician,High,3,Married,3221,3297,1,Yes,11,Excellent,3,High,3,3,20,3,Better,3,20,8,3,8
